id,date_start,latitude,longitude,best
199758,1993-03-10,43.343333,17.808056,1
200839,1993-03-10,44.181944,18.940556,0
199611,1993-03-12,44.257778,19.105833,16
200162,1993-03-12,44.257778,19.105833,16
200489,1993-03-17,43.85,18.383333,3
199165,1993-03-18,43.85,18.383333,20
199923,1993-03-19,43.950833,18.270833,3
200510,1993-03-21,43.85,18.383333,8
199131,1993-03-22,43.85,18.383333,1
200040,1993-04-03,43.666944,18.976389,7
200721,1993-04-03,44.106389,19.296944,8
200511,1993-04-04,43.85,18.383333,7
200709,1993-04-04,44.106389,19.296944,3
200710,1993-04-05,44.106389,19.296944,1
199451,1993-04-07,43.85,18.383333,4
199155,1993-04-11,44.816944,15.870833,1
200512,1993-04-11,43.85,18.383333,4
199695,1993-04-12,44.106389,19.296944,56
199792,1993-04-12,44.816944,15.870833,6
200340,1993-04-12,44.7775,18.549722,3
200513,1993-04-12,43.85,18.383333,1
200725,1993-04-12,44.106389,19.296944,56
200706,1993-04-13,44.085,19.359167,6
200727,1993-04-14,44.106389,19.296944,8
200315,1993-04-15,44.510278,18.025833,1
200728,1993-04-16,44.106389,19.296944,7
199734,1993-04-16,44.154444,17.790278,7
200049,1993-04-17,44.13,18.582778,1
200729,1993-04-17,44.106389,19.296944,12
199452,1993-04-18,43.85,18.383333,5
200514,1993-04-18,43.85,18.383333,5
199369,1993-04-20,43.85,18.383333,2
199531,1993-04-24,44.230278,17.7975,5
200150,1993-04-24,43.881944,18.389167,2
199934,1993-04-30,44.856389,18.799444,10
200177,1993-04-30,44.841389,18.512222,1
200218,1993-04-30,44.867222,18.463056,1
199916,1993-05-02,43.85,18.383333,5
200459,1993-05-04,43.85,18.383333,2
200676,1993-05-04,43.85,18.383333,3
200258,1993-05-07,44.151944,19.323889,2
200868,1993-05-07,43.954167,19.133056,99
199760,1993-05-08,44.816944,15.870833,2
199678,1993-05-13,44.721667,18.821667,3
199884,1993-05-13,44.872778,18.808333,6
199933,1993-05-16,44.856389,18.799444,3
200178,1993-05-20,44.549167,18.096667,1
200460,1993-05-20,43.85,18.383333,2
200461,1993-05-21,43.85,18.383333,4
200462,1993-05-22,43.85,18.383333,12
200126,1993-05-23,43.833056,18.303889,6
200463,1993-05-23,43.85,18.383333,9
200465,1993-05-24,43.85,18.383333,7
200201,1993-05-25,44.549167,18.096667,12
200202,1993-05-27,44.549167,18.096667,1
200024,1993-05-28,43.666944,18.976389,0
200020,1993-05-30,43.666944,18.976389,18
200021,1993-05-31,43.666944,18.976389,30
199612,1993-06-01,44.549167,18.096667,3
199643,1993-06-01,43.85,18.383333,11
199950,1993-06-01,43.83,18.358611,11
200464,1993-06-01,43.85,18.383333,3
199561,1993-06-01,44.226667,17.670556,30
200082,1993-06-03,44.3975,18.767778,5
199132,1993-06-06,43.85,18.383333,1
200025,1993-06-06,43.666944,18.976389,2
200104,1993-06-06,44.880833,18.426944,3
200677,1993-06-06,43.85,18.383333,1
199717,1993-06-07,43.343333,17.808056,2
200026,1993-06-07,43.666944,18.976389,6
199732,1993-06-10,44.171111,17.6575,9
199709,1993-06-11,44.325833,17.58,2
200850,1993-06-11,44.445833,18.149722,4
199668,1993-06-12,44.445833,18.149722,4
200030,1993-06-12,43.666944,18.976389,57
200467,1993-06-12,43.85,18.383333,8
199598,1993-06-13,43.666944,18.976389,0
200028,1993-06-13,43.85,18.383333,12
200031,1993-06-13,43.666944,18.976389,67
200034,1993-06-13,43.666944,18.976389,59
200468,1993-06-15,43.85,18.383333,11
199963,1993-06-16,44.597778,17.969722,2
200036,1993-06-16,43.666944,18.976389,46
200632,1993-06-17,43.85,18.383333,3
200469,1993-06-19,43.85,18.383333,3
200862,1993-06-22,44.201389,17.906389,9
200205,1993-06-26,44.549167,18.096667,24
200673,1993-06-26,43.85,18.383333,7
199133,1993-06-27,43.85,18.383333,7
199644,1993-06-27,43.85,18.383333,1
200238,1993-06-30,43.685833,18.625,12
200029,1993-07-02,43.85,18.383333,6
200470,1993-07-03,43.85,18.383333,6
200105,1993-07-04,44.880833,18.426944,2
200471,1993-07-04,43.85,18.383333,5
200636,1993-07-05,43.85,18.383333,1
200206,1993-07-06,44.549167,18.096667,2
200747,1993-07-06,43.85,18.383333,10
200106,1993-07-07,43.6425,18.607222,20
199754,1993-07-08,43.833056,18.303889,7
200848,1993-07-11,44.445833,18.149722,2
199430,1993-07-12,43.85,18.383333,12
199951,1993-07-12,43.83,18.358611,12
200679,1993-07-12,43.85,18.383333,2
200797,1993-07-12,43.666111,18.445833,40
200803,1993-07-14,44.542778,18.669444,1
199812,1993-07-20,43.779722,18.258333,9
200038,1993-07-20,43.666944,18.976389,3
200237,1993-07-21,43.779722,18.258333,24
200748,1993-07-21,44.611667,17.987222,1
200873,1993-07-21,43.880833,18.353333,101
200472,1993-07-22,43.85,18.383333,7
200204,1993-07-22,44.549167,18.096667,1
200475,1993-07-23,43.85,18.383333,4
199645,1993-07-24,43.85,18.383333,2
200476,1993-07-24,43.85,18.383333,4
200477,1993-07-24,43.85,18.383333,19
199490,1993-07-25,44.226667,17.670556,0
200473,1993-07-28,43.85,18.383333,1
199134,1993-08-01,43.85,18.383333,3
199700,1993-08-03,44.611667,17.987222,0
200759,1993-08-04,44.611667,17.987222,5
199548,1993-08-10,44.701111,18.088889000000002,3
199553,1993-08-11,43.85,18.383333,1
199535,1993-08-17,43.9425,18.076667,0
199564,1993-08-22,44.154444,17.790278,1
200674,1993-08-24,43.85,18.383333,2
199159,1993-09-05,43.991389,18.21,1
200722,1993-09-05,43.85,18.383333,1
199725,1993-09-07,43.343333,17.808056,2
200474,1993-09-12,43.85,18.383333,2
199538,1993-09-14,43.809444,17.693333,6
199549,1993-09-14,43.822222,17.609167,27
199723,1993-09-27,43.660278,17.761667,1
199161,1993-09-28,44.549167,18.096667,4
200481,1993-09-30,43.85,18.383333,1
199517,1993-10-03,45.189444,15.811667,1
199481,1993-10-04,44.895278,16.186389,7
199478,1993-10-05,44.895278,16.186389,23
199718,1993-10-05,44.172778,17.646944,0
200639,1993-10-07,43.85,18.383333,2
199363,1993-10-15,44.549167,18.096667,3
199504,1993-10-16,44.900556,15.966667,0
199646,1993-10-16,43.85,18.383333,10
200485,1993-10-16,43.85,18.383333,10
200821,1993-10-18,43.589444,19.068611,9
199493,1993-10-19,44.154444,17.790278,1
199851,1993-10-19,43.666944,18.976389,2
200482,1993-10-19,43.85,18.383333,3
199484,1993-10-22,44.895278,16.186389,2
200487,1993-10-23,43.85,18.383333,10
199733,1993-10-24,44.125,18.323611,16
199968,1993-10-24,44.13,18.582778,1
200086,1993-10-24,44.703333,18.309722,2
199364,1993-10-26,44.549167,18.096667,2
199550,1993-10-26,44.552222,17.281944,0
200483,1993-10-27,43.85,18.383333,22
200207,1993-10-29,44.549167,18.096667,9
199477,1993-10-29,44.895278,16.186389,7
200342,1993-10-31,44.701111,18.088889000000002,4
199498,1993-10-30,45.031389,15.914444,6
199508,1993-10-31,44.226667,17.670556,3
200490,1993-10-31,43.85,18.383333,1
200039,1993-11-03,43.666944,18.976389,3
199563,1993-11-07,44.034167,17.424722,0
199114,1993-11-09,43.666944,18.976389,4
199437,1993-11-09,43.85,18.383333,7
199912,1993-11-09,43.666944,18.976389,4
200233,1993-11-09,43.85,18.383333,3
200491,1993-11-09,43.85,18.383333,4
200492,1993-11-10,43.85,18.383333,8
200208,1993-11-14,44.549167,18.096667,1
200234,1993-11-15,43.85,18.383333,2
199507,1993-11-20,45.088333,15.930833,30
200757,1993-11-20,44.604167,18.980556,3
200494,1993-11-22,43.85,18.383333,3
199166,1993-11-26,44.611667,17.987222,3
200495,1993-11-28,43.85,18.383333,5
200211,1993-12-02,44.549167,18.096667,2
200851,1993-12-02,44.445833,18.149722,1
200496,1993-12-03,43.85,18.383333,2
200499,1993-12-03,43.85,18.383333,2
199651,1993-12-06,43.85,18.383333,6
200497,1993-12-06,43.85,18.383333,6
199793,1993-12-08,43.833056,18.303889,2
199962,1993-12-12,43.666944,18.976389,4
200641,1993-12-14,43.85,18.383333,8
200723,1993-12-14,43.85,18.383333,1
200501,1993-12-15,43.85,18.383333,2
200502,1993-12-16,43.85,18.383333,1
200212,1993-12-17,44.549167,18.096667,3
200760,1993-12-17,44.611667,17.987222,3
199518,1993-12-18,44.193889,17.737222,0
199628,1993-12-18,43.85,18.383333,1
200503,1993-12-18,43.85,18.383333,1
199141,1993-12-27,43.85,18.383333,2
200504,1993-12-27,43.85,18.383333,7
199496,1993-12-30,44.171111,17.6575,1
199629,1993-12-31,43.85,18.383333,4
200505,1993-12-31,43.85,18.383333,5
199456,1994-01-02,43.85,18.383333,1
200517,1994-01-02,43.85,18.383333,1
200519,1994-01-02,43.85,18.383333,2
199143,1994-01-04,43.85,18.383333,6
200753,1994-01-04,44.604167,18.980556,1
199653,1994-01-04,43.85,18.383333,40
199728,1994-01-05,43.343333,17.808056,0
200547,1994-01-05,43.85,18.383333,4
200649,1994-01-06,43.85,18.383333,9
200640,1994-01-07,43.85,18.383333,6
200518,1994-01-08,43.85,18.383333,8
200647,1994-01-08,43.85,18.383333,2
199594,1994-01-10,44.721667,18.821667,0
200146,1994-01-10,44.437222,18.908056,30
200525,1994-01-11,43.85,18.383333,6
200531,1994-01-11,43.85,18.383333,1
200633,1994-01-11,43.85,18.383333,1
200538,1994-01-13,43.85,18.383333,4
199698,1994-01-14,44.106389,19.296944,0
199819,1994-01-14,43.85,18.383333,2
200527,1994-01-14,43.85,18.383333,4
200863,1994-01-17,44.201389,17.906389,2
199927,1994-01-18,43.246667,17.941944,2
199657,1994-01-22,43.85,18.383333,6
200634,1994-01-22,43.85,18.383333,6
200811,1994-01-23,44.542778,18.669444,4
200813,1994-01-24,44.542778,18.669444,5
200814,1994-01-25,44.542778,18.669444,5
199729,1994-01-28,43.343333,17.808056,5
200835,1994-01-30,43.988889,18.178056,1
199658,1994-02-04,43.85,18.383333,9
200545,1994-02-04,43.85,18.383333,9
199659,1994-02-05,43.85,18.383333,68
199954,1994-02-05,43.83,18.358611,68
199766,1994-02-07,44.844444,15.918611,10
200152,1994-02-09,43.349167,18.659722,5
200546,1994-02-11,43.85,18.383333,1
199466,1994-02-16,43.85,18.383333,1
200065,1994-02-19,43.938056,17.588333,1
199613,1994-02-23,44.549167,18.096667,0
200548,1994-02-23,43.85,18.383333,2
200142,1994-02-23,44.654167,17.958056,2
200149,1994-02-23,44.65,17.9,2
200182,1994-02-23,44.549167,18.096667,2
200214,1994-02-23,44.687778,18.051667,2
200549,1994-03-01,43.85,18.383333,1
200188,1994-03-03,44.549167,18.096667,1
200193,1994-03-06,44.549167,18.096667,4
199614,1994-03-11,44.549167,18.096667,11
200171,1994-03-16,43.992778,17.2775,2
200197,1994-03-16,44.549167,18.096667,1
200668,1994-03-16,43.85,18.383333,1
200551,1994-03-21,43.85,18.383333,12
200057,1994-03-29,43.666944,18.976389,1
200062,1994-03-29,43.666944,18.976389,0
199600,1994-03-29,43.666944,18.976389,0
200054,1994-03-29,43.666944,18.976389,197
200058,1994-03-30,43.666944,18.976389,8
200059,1994-03-31,43.666944,18.976389,1
200035,1994-04-01,43.666944,18.976389,4
200327,1994-04-01,45.035556,18.693333,1
200804,1994-04-10,44.542778,18.669444,3
199896,1994-04-11,44.016111,18.258889,1
200041,1994-04-11,43.666944,18.976389,6
200043,1994-04-14,43.666944,18.976389,3
199778,1994-04-16,44.816944,15.870833,2
199865,1994-04-16,44.872778,18.808333,2
199895,1994-04-16,44.016111,18.258889,1
199917,1994-04-16,44.721667,18.821667,2
200083,1994-04-16,44.3975,18.767778,1
200180,1994-04-16,44.549167,18.096667,1
200762,1994-04-16,44.611667,17.987222,1
199603,1994-04-20,43.666944,18.976389,14
200045,1994-04-20,43.666944,18.976389,14
200047,1994-04-20,43.666944,18.976389,8
199604,1994-04-21,43.666944,18.976389,15
200032,1994-04-21,43.666944,18.976389,2
200048,1994-04-21,43.666944,18.976389,20
200050,1994-04-21,43.666944,18.976389,75
199605,1994-04-22,43.666944,18.976389,19
200051,1994-04-22,43.666944,18.976389,3
200052,1994-04-22,43.666944,18.976389,5
199606,1994-04-23,43.666944,18.976389,3
200053,1994-04-23,43.666944,18.976389,5
199482,1994-04-24,43.666944,18.976389,2
200055,1994-04-24,43.666944,18.976389,2
200056,1994-04-24,43.666944,18.976389,2
199943,1994-05-01,44.734722,18.087778,4
200806,1994-05-01,44.542778,18.669444,1
199589,1994-05-09,44.466389,18.812778,2
200076,1994-05-09,44.466389,18.812778,4
200138,1994-05-09,44.437222,18.908056,3
200789,1994-05-19,44.226667,17.670556,1
200520,1994-06-11,43.85,18.383333,1
200521,1994-06-16,43.85,18.383333,1
199459,1994-06-17,45.112222,15.986111,52
199495,1994-06-17,45.054444,15.896944,52
199554,1994-06-25,43.85,18.383333,1
200826,1994-06-25,44.445833,18.149722,5
200699,1994-06-28,44.289722,17.6675,6
199419,1994-07-07,44.816944,15.870833,5
200219,1994-07-13,44.954444,18.303611,1
200808,1994-08-03,44.542778,18.669444,5
200120,1994-08-08,43.822222,18.206667,2
200524,1994-08-11,43.85,18.383333,1
200175,1994-08-16,44.7125,19.223333,1
199945,1994-08-17,44.734722,18.087778,2
199100,1994-08-20,44.816944,15.870833,5
199501,1994-08-20,45.031389,15.914444,5
199946,1994-08-23,44.734722,18.087778,4
199422,1994-08-31,44.816944,15.870833,11
199457,1994-08-31,45.054722,16.031944,0
199468,1994-08-31,44.966944,15.943056,0
200163,1994-09-01,43.651944,17.961389,1
199515,1994-09-09,45.189444,15.811667,1
199448,1994-09-18,43.85,18.383333,1
200528,1994-09-18,43.85,18.383333,2
200529,1994-09-18,43.85,18.383333,1
200231,1994-09-19,43.343333,17.808056,1
200767,1994-09-27,44.611667,17.987222,2
199449,1994-10-08,43.85,18.383333,1
200130,1994-10-08,43.950833,18.270833,1
200168,1994-10-21,43.992778,17.2775,35
200715,1994-10-21,44.143611,17.4,35
200782,1994-10-23,44.776389,18.1425,12
199689,1994-10-30,43.85,18.383333,1
200236,1994-10-30,44.723611,16.126667,24
200650,1994-10-30,43.85,18.383333,1
200156,1994-10-31,44.226389,18.691389,3
199652,1994-11-08,43.85,18.383333,1
200532,1994-11-08,43.85,18.383333,2
200533,1994-11-08,43.85,18.383333,1
200534,1994-11-08,43.85,18.383333,1
200190,1994-11-10,44.549167,18.096667,1
200846,1994-11-10,44.445833,18.149722,1
200157,1994-11-15,44.226389,18.691389,1
200809,1994-11-15,44.542778,18.669444,1
199423,1994-11-17,44.816944,15.870833,4
199654,1994-11-18,43.85,18.383333,1
199655,1994-11-23,43.85,18.383333,1
200536,1994-11-23,43.85,18.383333,1
199656,1994-11-24,43.85,18.383333,1
200537,1994-11-24,43.85,18.383333,1
199521,1994-11-27,45.189444,15.811667,3
200855,1994-11-28,44.796667,15.856389,1
199425,1994-11-29,44.816944,15.870833,1
199539,1994-11-30,44.816944,15.870833,0
199796,1994-11-30,44.816944,15.870833,0
199460,1994-12-04,44.966944,15.943056,6
199522,1994-12-04,45.189444,15.811667,6
199578,1994-12-09,44.816944,15.870833,1
199424,1994-12-10,43.85,18.383333,1
200539,1994-12-10,43.85,18.383333,1
199799,1994-12-11,44.816944,15.870833,1
199145,1994-12-12,43.85,18.383333,1
199803,1994-12-14,44.816944,15.870833,1
199396,1994-12-17,43.85,18.383333,1
199763,1994-12-17,43.85,18.383333,1
200667,1994-12-18,43.85,18.383333,1
200541,1994-12-19,43.85,18.383333,2
199469,1994-12-19,44.966944,15.943056,5
199398,1994-12-22,43.85,18.383333,2
200243,1995-01-01,43.349167,18.659722,6
200613,1995-01-01,43.85,18.383333,7
199511,1995-01-11,45.189444,15.811667,4
199562,1995-01-11,45.189444,15.811667,4
199810,1995-01-14,44.816944,15.870833,5
199438,1995-01-17,44.816944,15.870833,2
200644,1995-01-17,43.85,18.383333,1
199458,1995-02-03,45.054722,16.031944,2
200615,1995-02-09,43.85,18.383333,1
199107,1995-02-11,44.816944,15.870833,1
199442,1995-02-11,44.816944,15.870833,1
200114,1995-02-18,43.789167,18.342778,2
200657,1995-02-25,43.85,18.383333,1
199910,1995-03-02,43.819167,18.326111,1
200552,1995-03-04,43.85,18.383333,1
200635,1995-03-04,43.85,18.383333,1
199685,1995-03-06,43.85,18.383333,1
200678,1995-03-06,43.85,18.383333,1
199660,1995-03-12,43.85,18.383333,1
200561,1995-03-12,43.85,18.383333,1
200568,1995-03-12,43.85,18.383333,2
200574,1995-03-12,43.85,18.383333,1
199938,1995-03-17,43.83,18.358611,1
200593,1995-03-18,43.85,18.383333,1
199957,1995-03-19,43.83,18.358611,1
200822,1995-03-20,44.542778,18.669444,49
200242,1995-03-20,44.586389,18.795833,0
200265,1995-03-20,44.289722,17.6675,0
200240,1995-03-21,44.586389,18.795833,2
200241,1995-03-22,44.586389,18.795833,2
199428,1995-03-24,44.816944,15.870833,1
199401,1995-03-25,43.85,18.383333,1
199610,1995-03-25,43.343333,17.808056,1
200614,1995-03-25,43.85,18.383333,1
200250,1995-03-27,43.823611,18.448889,1
200604,1995-03-27,43.85,18.383333,1
199146,1995-04-06,43.85,18.383333,0
199429,1995-04-06,44.816944,15.870833,1
199582,1995-04-06,44.816944,15.870833,0
200620,1995-04-06,43.85,18.383333,1
199402,1995-04-09,43.85,18.383333,3
200616,1995-04-09,43.85,18.383333,3
200617,1995-04-09,43.85,18.383333,1
200619,1995-04-11,43.85,18.383333,1
200816,1995-04-13,44.542778,18.669444,1
199077,1995-04-22,44.872778,18.808333,0
200764,1995-04-26,44.611667,17.987222,1
199523,1995-04-29,44.756389,15.874722,1
199661,1995-05-02,43.85,18.383333,0
200622,1995-05-02,43.85,18.383333,2
200623,1995-05-02,43.85,18.383333,1
200671,1995-05-02,43.85,18.383333,2
199435,1995-05-04,44.816944,15.870833,1
199506,1995-05-04,44.816944,15.870833,2
199480,1995-05-07,44.788611,17.181389,1
199662,1995-05-07,43.85,18.383333,11
200261,1995-05-07,43.94,17.755833,42
200107,1995-05-08,44.880833,18.426944,3
200143,1995-05-08,44.654167,17.958056,2
200818,1995-05-08,44.542778,18.669444,4
199488,1995-05-10,45.158056,15.910833,2
199543,1995-05-10,45.158056,15.910833,1
199899,1995-05-11,44.016111,18.258889,1
199666,1995-05-13,43.85,18.383333,1
199516,1995-05-14,43.950833,18.270833,1
199571,1995-05-14,43.85,18.383333,1
199960,1995-05-15,43.83,18.358611,1
200819,1995-05-15,44.542778,18.669444,1
199888,1995-05-15,44.872778,18.808333,3
199898,1995-05-16,44.016111,18.258889,1
200624,1995-05-16,43.85,18.383333,5
200625,1995-05-16,43.85,18.383333,11
200556,1995-05-17,43.85,18.383333,3
199664,1995-05-22,43.85,18.383333,1
199691,1995-05-22,43.85,18.383333,1
200164,1995-05-22,43.651944,17.961389,1
200626,1995-05-22,43.85,18.383333,3
200658,1995-05-23,43.85,18.383333,1
199706,1995-05-25,44.542778,18.669444,71
200074,1995-05-25,43.666944,18.976389,4
199421,1995-05-28,44.542778,18.669444,0
199513,1995-05-28,44.63,18.360833,1
199544,1995-05-28,44.494722,18.701944,0
200176,1995-05-28,44.541944,18.525833,3
200247,1995-05-28,43.349167,18.659722,60
200336,1995-05-28,44.63,18.360833,1
200820,1995-05-28,44.542778,18.669444,1
199098,1995-05-30,43.85,18.383333,0
200572,1995-06-01,43.85,18.383333,2
200063,1995-06-02,43.666944,18.976389,3
200642,1995-06-03,43.85,18.383333,1
199665,1995-06-04,43.85,18.383333,2
200064,1995-06-04,43.666944,18.976389,1
200196,1995-06-04,44.549167,18.096667,2
199667,1995-06-07,43.85,18.383333,0
199406,1995-06-08,43.85,18.383333,0
199567,1995-06-08,43.838333,18.388889,1
200555,1995-06-08,43.85,18.383333,2
200239,1995-06-10,44.586389,18.795833,20
199690,1995-06-11,43.85,18.383333,0
200560,1995-06-15,43.85,18.383333,0
199670,1995-06-16,43.85,18.383333,2
200066,1995-06-16,43.666944,18.976389,5
199714,1995-06-17,43.950833,18.270833,3
200067,1995-06-17,43.666944,18.976389,2
200557,1995-06-17,43.85,18.383333,1
199596,1995-06-18,43.83,18.358611,9
200070,1995-06-19,43.666944,18.976389,1
200069,1995-06-20,43.666944,18.976389,1
199597,1995-06-21,43.83,18.358611,0
199699,1995-06-21,44.106389,19.296944,0
200871,1995-06-21,44.449444,18.649722,1
199671,1995-06-22,43.85,18.383333,2
199602,1995-06-24,43.666944,18.976389,3
199701,1995-06-24,44.106389,19.296944,0
199672,1995-06-25,43.85,18.383333,7
200562,1995-06-25,43.85,18.383333,1
200563,1995-06-25,43.85,18.383333,1
199673,1995-06-26,43.85,18.383333,0
200566,1995-06-26,43.85,18.383333,1
199702,1995-06-28,44.106389,19.296944,0
199807,1995-06-28,44.816944,15.870833,1
200569,1995-06-28,43.85,18.383333,4
200570,1995-06-28,43.85,18.383333,2
200571,1995-06-29,43.85,18.383333,3
199794,1995-06-30,43.833056,18.303889,1
200840,1995-06-30,43.901944,18.348056,1
199674,1995-07-01,43.85,18.383333,8
199889,1995-07-01,44.872778,18.808333,2
200132,1995-07-01,43.950833,18.270833,1
200565,1995-07-01,43.85,18.383333,2
200573,1995-07-01,43.85,18.383333,1
200576,1995-07-01,43.85,18.383333,8
200841,1995-07-01,43.901944,18.348056,1
199519,1995-07-02,43.85,18.383333,0
199359,1995-07-04,44.816944,15.870833,2
199557,1995-07-04,43.85,18.383333,1
200338,1995-07-04,43.968333,18.260556,1
200579,1995-07-04,43.85,18.383333,2
200577,1995-07-05,43.85,18.383333,1
200582,1995-07-05,43.85,18.383333,0
199675,1995-07-06,43.85,18.383333,0
199739,1995-07-06,43.840556,18.355556,2
200583,1995-07-06,43.85,18.383333,4
200071,1995-07-07,43.666944,18.976389,1
199703,1995-07-08,44.106389,19.296944,7
200585,1995-07-08,43.85,18.383333,2
200584,1995-07-09,43.85,18.383333,2
200714,1995-07-09,43.85,18.383333,3
200588,1995-07-10,43.85,18.383333,4
200589,1995-07-10,43.85,18.383333,0
199704,1995-07-10,44.106389,19.296944,8106
200590,1995-07-11,43.85,18.383333,3
199474,1995-07-12,44.875,15.781944,1
199676,1995-07-12,43.85,18.383333,5
200591,1995-07-12,43.85,18.383333,5
200592,1995-07-14,43.85,18.383333,2
200586,1995-07-15,43.85,18.383333,1
200594,1995-07-16,43.85,18.383333,6
200675,1995-07-16,43.85,18.383333,2
200743,1995-07-16,43.857222,18.488333,1
199677,1995-07-18,43.85,18.383333,2
199862,1995-07-18,43.85,18.383333,0
200587,1995-07-18,43.85,18.383333,6
200598,1995-07-21,43.85,18.383333,0
200599,1995-07-21,43.85,18.383333,24
199680,1995-07-23,43.85,18.383333,3
200597,1995-07-23,43.85,18.383333,1
200683,1995-07-23,43.85,18.383333,6
199926,1995-07-26,43.85,18.383333,2
199936,1995-07-26,44.734722,18.087778,1
199681,1995-07-29,43.85,18.383333,0
200073,1995-07-30,43.666944,18.976389,1
200179,1995-08-07,45.166389,17.301667,2
200313,1995-08-10,45.09,18.317778,3
200601,1995-08-10,43.85,18.383333,4
200815,1995-08-13,44.542778,18.669444,1
199969,1995-08-17,44.143611,17.4,2
199682,1995-08-18,43.85,18.383333,1
199710,1995-08-18,44.555,16.368611,6
200606,1995-08-22,43.85,18.383333,1
200843,1995-08-22,43.901944,18.348056,5
199683,1995-08-23,43.85,18.383333,4
199649,1995-08-24,43.85,18.383333,1
200607,1995-08-24,43.85,18.383333,1
199499,1995-08-28,43.833056,18.303889,0
199684,1995-08-28,43.85,18.383333,37
200609,1995-08-28,43.85,18.383333,37
199686,1995-08-29,43.85,18.383333,1
200608,1995-08-30,43.85,18.383333,1
200610,1995-08-30,43.85,18.383333,2
199625,1995-09-01,44.765278,16.665556,37
199599,1995-09-05,44.508889,18.841111,0
199687,1995-09-05,43.85,18.383333,1
200612,1995-09-05,43.85,18.383333,1
199688,1995-09-09,43.85,18.383333,1
200160,1995-09-18,45.102778,16.6775,2
200166,1995-09-18,45.176667,16.809444,2
200314,1995-09-18,45.09,18.317778,1
200754,1995-09-18,45.037222,16.538333,2
199708,1995-09-21,45.09,18.317778,18
199824,1995-09-21,45.176667,16.809444,0
199890,1995-09-24,44.872778,18.808333,1
200790,1995-09-27,44.226667,17.670556,3
199731,1995-10-09,44.415833,17.086111,0
200350,1995-10-12,44.765278,16.665556,2
200248,1995-12-04,43.349167,18.659722,1
200870,1995-12-14,44.426667,18.037778,5
